account_id,customer_id,entity_type,account_number,iban,account_currency,account_status,account_opened_date,account_closed_date
ACC-R3262-001,R3262,RETAIL,220000000263,AE070330000220000000263,AED,ACTIVE,2022-12-23,
ACC-R3263-001,R3263,RETAIL,220000000264,AE070330000220000000264,AED,ACTIVE,2023-01-09,
ACC-R3264-001,R3264,RETAIL,220000000265,AE070330000220000000265,AED,ACTIVE,2023-01-26,
ACC-R3265-001,R3265,RETAIL,220000000266,AE070330000220000000266,AED,ACTIVE,2023-02-12,
ACC-R3266-001,R3266,RETAIL,220000000267,AE070330000220000000267,AED,ACTIVE,2023-03-01,
ACC-R3267-001,R3267,RETAIL,220000000268,AE070330000220000000268,AED,ACTIVE,2023-03-18,
ACC-R3268-001,R3268,RETAIL,220000000269,AE070330000220000000269,AED,ACTIVE,2023-04-04,
ACC-R3269-001,R3269,RETAIL,220000000270,AE070330000220000000270,AED,ACTIVE,2023-04-21,
ACC-R3270-001,R3270,RETAIL,220000000271,AE070330000220000000271,AED,ACTIVE,2023-05-08,
ACC-R3271-001,R3271,RETAIL,220000000272,AE070330000220000000272,AED,ACTIVE,2023-05-25,
ACC-R3272-001,R3272,RETAIL,220000000273,AE070330000220000000273,AED,ACTIVE,2023-06-11,
ACC-R3273-001,R3273,RETAIL,220000000274,AE070330000220000000274,AED,ACTIVE,2023-06-28,
ACC-R3274-001,R3274,RETAIL,220000000275,AE070330000220000000275,AED,ACTIVE,2023-07-15,
ACC-R3275-001,R3275,RETAIL,220000000276,AE070330000220000000276,AED,ACTIVE,2023-08-01,
ACC-R3276-001,R3276,RETAIL,220000000277,AE070330000220000000277,AED,ACTIVE,2023-08-18,
ACC-R3277-001,R3277,RETAIL,220000000278,AE070330000220000000278,AED,ACTIVE,2023-09-04,
ACC-R3278-001,R3278,RETAIL,220000000279,AE070330000220000000279,AED,ACTIVE,2023-09-21,
ACC-R3279-001,R3279,RETAIL,220000000280,AE070330000220000000280,AED,ACTIVE,2023-10-08,
ACC-R3280-001,R3280,RETAIL,220000000281,AE070330000220000000281,AED,ACTIVE,2023-10-25,
ACC-R3281-001,R3281,RETAIL,220000000282,AE070330000220000000282,AED,ACTIVE,2023-11-11,
ACC-R3282-001,R3282,RETAIL,220000000283,AE070330000220000000283,AED,ACTIVE,2023-11-28,
ACC-R3283-001,R3283,RETAIL,220000000284,AE070330000220000000284,AED,ACTIVE,2023-12-15,
ACC-R3284-001,R3284,RETAIL,220000000285,AE070330000220000000285,AED,ACTIVE,2024-01-01,
ACC-R3285-001,R3285,RETAIL,220000000286,AE070330000220000000286,AED,ACTIVE,2024-01-18,
ACC-R3286-001,R3286,RETAIL,220000000287,AE070330000220000000287,AED,ACTIVE,2024-02-04,
ACC-R3287-001,R3287,RETAIL,220000000288,AE070330000220000000288,AED,ACTIVE,2024-02-21,
ACC-R3288-001,R3288,RETAIL,220000000289,AE070330000220000000289,AED,ACTIVE,2024-03-09,
ACC-R3289-001,R3289,RETAIL,220000000290,AE070330000220000000290,AED,ACTIVE,2024-03-26,
ACC-R3290-001,R3290,RETAIL,220000000291,AE070330000220000000291,AED,ACTIVE,2024-04-12,
ACC-R3291-001,R3291,RETAIL,220000000292,AE070330000220000000292,AED,ACTIVE,2024-04-29,
ACC-R3292-001,R3292,RETAIL,220000000293,AE070330000220000000293,AED,ACTIVE,2024-05-16,
ACC-R3293-001,R3293,RETAIL,220000000294,AE070330000220000000294,AED,ACTIVE,2024-06-02,
ACC-R3294-001,R3294,RETAIL,220000000295,AE070330000220000000295,AED,ACTIVE,2021-01-16,
ACC-R3295-001,R3295,RETAIL,220000000296,AE070330000220000000296,AED,ACTIVE,2021-02-02,
ACC-R3296-001,R3296,RETAIL,220000000297,AE070330000220000000297,AED,ACTIVE,2021-02-19,
ACC-R3297-001,R3297,RETAIL,220000000298,AE070330000220000000298,AED,ACTIVE,2021-03-08,
ACC-R3298-001,R3298,RETAIL,220000000299,AE070330000220000000299,AED,ACTIVE,2021-03-25,
ACC-R3299-001,R3299,RETAIL,220000000300,AE070330000220000000300,AED,ACTIVE,2021-04-11,
ACC-R3300-001,R3300,RETAIL,220000000301,AE070330000220000000301,AED,ACTIVE,2021-04-28,
ACC-R3301-001,R3301,RETAIL,220000000302,AE070330000220000000302,AED,ACTIVE,2021-05-15,
ACC-R3302-001,R3302,RETAIL,220000000303,AE070330000220000000303,AED,ACTIVE,2021-06-01,
ACC-R3303-001,R3303,RETAIL,220000000304,AE070330000220000000304,AED,ACTIVE,2021-06-18,
ACC-R3304-001,R3304,RETAIL,220000000305,AE070330000220000000305,AED,ACTIVE,2021-07-05,
ACC-R3305-001,R3305,RETAIL,220000000306,AE070330000220000000306,AED,ACTIVE,2021-07-22,
ACC-R3306-001,R3306,RETAIL,220000000307,AE070330000220000000307,AED,ACTIVE,2021-08-08,
ACC-R3307-001,R3307,RETAIL,220000000308,AE070330000220000000308,AED,ACTIVE,2021-08-25,
ACC-R3308-001,R3308,RETAIL,220000000309,AE070330000220000000309,AED,ACTIVE,2021-09-11,
ACC-R3309-001,R3309,RETAIL,220000000310,AE070330000220000000310,AED,ACTIVE,2021-09-28,
ACC-R3310-001,R3310,RETAIL,220000000311,AE070330000220000000311,AED,ACTIVE,2021-10-15,
ACC-R3311-001,R3311,RETAIL,220000000312,AE070330000220000000312,AED,ACTIVE,2021-11-01,
ACC-R3312-001,R3312,RETAIL,220000000313,AE070330000220000000313,AED,ACTIVE,2021-11-18,
ACC-R3313-001,R3313,RETAIL,220000000314,AE070330000220000000314,AED,ACTIVE,2021-12-05,
ACC-R3314-001,R3314,RETAIL,220000000315,AE070330000220000000315,AED,ACTIVE,2021-12-22,
ACC-R3315-001,R3315,RETAIL,220000000316,AE070330000220000000316,AED,ACTIVE,2022-01-08,
ACC-R3316-001,R3316,RETAIL,220000000317,AE070330000220000000317,AED,ACTIVE,2022-01-25,
ACC-R3317-001,R3317,RETAIL,220000000318,AE070330000220000000318,AED,ACTIVE,2022-02-11,
ACC-R3318-001,R3318,RETAIL,220000000319,AE070330000220000000319,AED,ACTIVE,2022-02-28,
ACC-R3319-001,R3319,RETAIL,220000000320,AE070330000220000000320,AED,ACTIVE,2022-03-17,
ACC-R3320-001,R3320,RETAIL,220000000321,AE070330000220000000321,AED,ACTIVE,2022-04-03,
ACC-R3321-001,R3321,RETAIL,220000000322,AE070330000220000000322,AED,ACTIVE,2022-04-20,
ACC-R3322-001,R3322,RETAIL,220000000323,AE070330000220000000323,AED,ACTIVE,2022-05-07,
ACC-R3323-001,R3323,RETAIL,220000000324,AE070330000220000000324,AED,ACTIVE,2022-05-24,
ACC-R3324-001,R3324,RETAIL,220000000325,AE070330000220000000325,AED,ACTIVE,2022-06-10,
ACC-R3325-001,R3325,RETAIL,220000000326,AE070330000220000000326,AED,ACTIVE,2022-06-27,
ACC-R3326-001,R3326,RETAIL,220000000327,AE070330000220000000327,AED,ACTIVE,2022-07-14,
ACC-R3327-001,R3327,RETAIL,220000000328,AE070330000220000000328,AED,ACTIVE,2022-07-31,
ACC-R3328-001,R3328,RETAIL,220000000329,AE070330000220000000329,AED,ACTIVE,2022-08-17,
ACC-R3329-001,R3329,RETAIL,220000000330,AE070330000220000000330,AED,ACTIVE,2022-09-03,
ACC-R3330-001,R3330,RETAIL,220000000331,AE070330000220000000331,AED,ACTIVE,2022-09-20,
ACC-R3331-001,R3331,RETAIL,220000000332,AE070330000220000000332,AED,ACTIVE,2022-10-07,
ACC-R3332-001,R3332,RETAIL,220000000333,AE070330000220000000333,AED,ACTIVE,2022-10-24,
ACC-R3333-001,R3333,RETAIL,220000000334,AE070330000220000000334,AED,ACTIVE,2022-11-10,
ACC-R3334-001,R3334,RETAIL,220000000335,AE070330000220000000335,AED,ACTIVE,2022-11-27,
ACC-R3335-001,R3335,RETAIL,220000000336,AE070330000220000000336,AED,ACTIVE,2022-12-14,
ACC-R3336-001,R3336,RETAIL,220000000337,AE070330000220000000337,AED,ACTIVE,2022-12-31,
ACC-R3337-001,R3337,RETAIL,220000000338,AE070330000220000000338,AED,ACTIVE,2023-01-17,
ACC-R3338-001,R3338,RETAIL,220000000339,AE070330000220000000339,AED,ACTIVE,2023-02-03,
ACC-R3339-001,R3339,RETAIL,220000000340,AE070330000220000000340,AED,ACTIVE,2023-02-20,
ACC-R3340-001,R3340,RETAIL,220000000341,AE070330000220000000341,AED,ACTIVE,2023-03-09,
ACC-R3341-001,R3341,RETAIL,220000000342,AE070330000220000000342,AED,ACTIVE,2023-03-26,
ACC-R3342-001,R3342,RETAIL,220000000343,AE070330000220000000343,AED,ACTIVE,2023-04-12,
ACC-R3343-001,R3343,RETAIL,220000000344,AE070330000220000000344,AED,ACTIVE,2023-04-29,
ACC-R3344-001,R3344,RETAIL,220000000345,AE070330000220000000345,AED,ACTIVE,2023-05-16,
ACC-R3345-001,R3345,RETAIL,220000000346,AE070330000220000000346,AED,ACTIVE,2023-06-02,
ACC-R3346-001,R3346,RETAIL,220000000347,AE070330000220000000347,AED,ACTIVE,2023-06-19,
ACC-R3347-001,R3347,RETAIL,220000000348,AE070330000220000000348,AED,ACTIVE,2023-07-06,
ACC-R3348-001,R3348,RETAIL,220000000349,AE070330000220000000349,AED,ACTIVE,2023-07-23,
ACC-R3349-001,R3349,RETAIL,220000000350,AE070330000220000000350,AED,ACTIVE,2023-08-09,
ACC-R3350-001,R3350,RETAIL,220000000351,AE070330000220000000351,AED,ACTIVE,2023-08-26,
ACC-R3351-001,R3351,RETAIL,220000000352,AE070330000220000000352,AED,ACTIVE,2023-09-12,
ACC-R3352-001,R3352,RETAIL,220000000353,AE070330000220000000353,AED,ACTIVE,2023-09-29,
ACC-R3353-001,R3353,RETAIL,220000000354,AE070330000220000000354,AED,ACTIVE,2023-10-16,
ACC-R3354-001,R3354,RETAIL,220000000355,AE070330000220000000355,AED,ACTIVE,2023-11-02,
ACC-R3355-001,R3355,RETAIL,220000000356,AE070330000220000000356,AED,ACTIVE,2023-11-19,
ACC-R3356-001,R3356,RETAIL,220000000357,AE070330000220000000357,AED,ACTIVE,2023-12-06,
ACC-R3357-001,R3357,RETAIL,220000000358,AE070330000220000000358,AED,ACTIVE,2023-12-23,
ACC-R3358-001,R3358,RETAIL,220000000359,AE070330000220000000359,AED,ACTIVE,2024-01-09,
ACC-R3359-001,R3359,RETAIL,220000000360,AE070330000220000000360,AED,ACTIVE,2024-01-26,
ACC-R3360-001,R3360,RETAIL,220000000361,AE070330000220000000361,AED,ACTIVE,2024-02-12,
ACC-R3361-001,R3361,RETAIL,220000000362,AE070330000220000000362,AED,ACTIVE,2024-02-29,
ACC-R3362-001,R3362,RETAIL,220000000363,AE070330000220000000363,AED,ACTIVE,2024-03-17,
ACC-R3363-001,R3363,RETAIL,220000000364,AE070330000220000000364,AED,ACTIVE,2024-04-03,
ACC-R3364-001,R3364,RETAIL,220000000365,AE070330000220000000365,AED,ACTIVE,2024-04-20,
ACC-R3365-001,R3365,RETAIL,220000000366,AE070330000220000000366,AED,ACTIVE,2024-05-07,
ACC-R3366-001,R3366,RETAIL,220000000367,AE070330000220000000367,AED,ACTIVE,2024-05-24,
ACC-R3367-001,R3367,RETAIL,220000000368,AE070330000220000000368,AED,ACTIVE,2021-01-07,
ACC-R3368-001,R3368,RETAIL,220000000369,AE070330000220000000369,AED,ACTIVE,2021-01-24,
ACC-R3369-001,R3369,RETAIL,220000000370,AE070330000220000000370,AED,ACTIVE,2021-02-10,
ACC-R3370-001,R3370,RETAIL,220000000371,AE070330000220000000371,AED,ACTIVE,2021-02-27,
ACC-R3371-001,R3371,RETAIL,220000000372,AE070330000220000000372,AED,ACTIVE,2021-03-16,
ACC-R3372-001,R3372,RETAIL,220000000373,AE070330000220000000373,AED,ACTIVE,2021-04-02,
ACC-R3373-001,R3373,RETAIL,220000000374,AE070330000220000000374,AED,ACTIVE,2021-04-19,
ACC-R3374-001,R3374,RETAIL,220000000375,AE070330000220000000375,AED,ACTIVE,2021-05-06,
ACC-R3375-001,R3375,RETAIL,220000000376,AE070330000220000000376,AED,ACTIVE,2021-05-23,
ACC-R3376-001,R3376,RETAIL,220000000377,AE070330000220000000377,AED,ACTIVE,2021-06-09,
ACC-R3377-001,R3377,RETAIL,220000000378,AE070330000220000000378,AED,ACTIVE,2021-06-26,
ACC-R3378-001,R3378,RETAIL,220000000379,AE070330000220000000379,AED,ACTIVE,2021-07-13,
ACC-R3379-001,R3379,RETAIL,220000000380,AE070330000220000000380,AED,ACTIVE,2021-07-30,
ACC-R3380-001,R3380,RETAIL,220000000381,AE070330000220000000381,AED,ACTIVE,2021-08-16,
ACC-R3381-001,R3381,RETAIL,220000000382,AE070330000220000000382,AED,ACTIVE,2021-09-02,
ACC-R3382-001,R3382,RETAIL,220000000383,AE070330000220000000383,AED,ACTIVE,2021-09-19,
ACC-R3383-001,R3383,RETAIL,220000000384,AE070330000220000000384,AED,ACTIVE,2021-10-06,
ACC-R3384-001,R3384,RETAIL,220000000385,AE070330000220000000385,AED,ACTIVE,2021-10-23,
ACC-R3385-001,R3385,RETAIL,220000000386,AE070330000220000000386,AED,ACTIVE,2021-11-09,
ACC-R3386-001,R3386,RETAIL,220000000387,AE070330000220000000387,AED,ACTIVE,2021-11-26,
ACC-R3387-001,R3387,RETAIL,220000000388,AE070330000220000000388,AED,ACTIVE,2021-12-13,
ACC-R3388-001,R3388,RETAIL,220000000389,AE070330000220000000389,AED,ACTIVE,2021-12-30,
ACC-R3389-001,R3389,RETAIL,220000000390,AE070330000220000000390,AED,ACTIVE,2022-01-16,
ACC-R3390-001,R3390,RETAIL,220000000391,AE070330000220000000391,AED,ACTIVE,2022-02-02,
ACC-R3391-001,R3391,RETAIL,220000000392,AE070330000220000000392,AED,ACTIVE,2022-02-19,
ACC-R3392-001,R3392,RETAIL,220000000393,AE070330000220000000393,AED,ACTIVE,2022-03-08,
ACC-R3393-001,R3393,RETAIL,220000000394,AE070330000220000000394,AED,ACTIVE,2022-03-25,
ACC-R3394-001,R3394,RETAIL,220000000395,AE070330000220000000395,AED,ACTIVE,2022-04-11,
ACC-R3395-001,R3395,RETAIL,220000000396,AE070330000220000000396,AED,ACTIVE,2022-04-28,
ACC-R3396-001,R3396,RETAIL,220000000397,AE070330000220000000397,AED,ACTIVE,2022-05-15,
ACC-R3397-001,R3397,RETAIL,220000000398,AE070330000220000000398,AED,ACTIVE,2022-06-01,
ACC-R3398-001,R3398,RETAIL,220000000399,AE070330000220000000399,AED,ACTIVE,2022-06-18,
ACC-R3399-001,R3399,RETAIL,220000000400,AE070330000220000000400,AED,ACTIVE,2022-07-05,
ACC-R3400-001,R3400,RETAIL,220000000401,AE070330000220000000401,AED,ACTIVE,2022-07-22,
ACC-R3401-001,R3401,RETAIL,220000000402,AE070330000220000000402,AED,ACTIVE,2022-08-08,
ACC-R3402-001,R3402,RETAIL,220000000403,AE070330000220000000403,AED,ACTIVE,2022-08-25,
ACC-R3403-001,R3403,RETAIL,220000000404,AE070330000220000000404,AED,ACTIVE,2022-09-11,
ACC-R3404-001,R3404,RETAIL,220000000405,AE070330000220000000405,AED,ACTIVE,2022-09-28,
ACC-R3405-001,R3405,RETAIL,220000000406,AE070330000220000000406,AED,ACTIVE,2022-10-15,
ACC-R3406-001,R3406,RETAIL,220000000407,AE070330000220000000407,AED,ACTIVE,2022-11-01,
ACC-R3407-001,R3407,RETAIL,220000000408,AE070330000220000000408,AED,ACTIVE,2022-11-18,
ACC-R3408-001,R3408,RETAIL,220000000409,AE070330000220000000409,AED,ACTIVE,2022-12-05,
ACC-R3409-001,R3409,RETAIL,220000000410,AE070330000220000000410,AED,ACTIVE,2022-12-22,
ACC-R3410-001,R3410,RETAIL,220000000411,AE070330000220000000411,AED,ACTIVE,2023-01-08,
ACC-R3411-001,R3411,RETAIL,220000000412,AE070330000220000000412,AED,ACTIVE,2023-01-25,
ACC-R3412-001,R3412,RETAIL,220000000413,AE070330000220000000413,AED,ACTIVE,2023-02-11,
ACC-R3413-001,R3413,RETAIL,220000000414,AE070330000220000000414,AED,ACTIVE,2023-02-28,
ACC-R3414-001,R3414,RETAIL,220000000415,AE070330000220000000415,AED,ACTIVE,2023-03-17,
ACC-R3415-001,R3415,RETAIL,220000000416,AE070330000220000000416,AED,ACTIVE,2023-04-03,
ACC-R3416-001,R3416,RETAIL,220000000417,AE070330000220000000417,AED,ACTIVE,2023-04-20,
ACC-R3417-001,R3417,RETAIL,220000000418,AE070330000220000000418,AED,ACTIVE,2023-05-07,
ACC-R3418-001,R3418,RETAIL,220000000419,AE070330000220000000419,AED,ACTIVE,2023-05-24,
ACC-R3419-001,R3419,RETAIL,220000000420,AE070330000220000000420,AED,ACTIVE,2023-06-10,
ACC-R3420-001,R3420,RETAIL,220000000421,AE070330000220000000421,AED,ACTIVE,2023-06-27,
ACC-R3421-001,R3421,RETAIL,220000000422,AE070330000220000000422,AED,ACTIVE,2023-07-14,
ACC-R3422-001,R3422,RETAIL,220000000423,AE070330000220000000423,AED,ACTIVE,2023-07-31,
ACC-R3423-001,R3423,RETAIL,220000000424,AE070330000220000000424,AED,ACTIVE,2023-08-17,
ACC-R3424-001,R3424,RETAIL,220000000425,AE070330000220000000425,AED,ACTIVE,2023-09-03,
ACC-R3425-001,R3425,RETAIL,220000000426,AE070330000220000000426,AED,ACTIVE,2023-09-20,
ACC-R3426-001,R3426,RETAIL,220000000427,AE070330000220000000427,AED,ACTIVE,2023-10-07,
ACC-R3427-001,R3427,RETAIL,220000000428,AE070330000220000000428,AED,ACTIVE,2023-10-24,
ACC-R3428-001,R3428,RETAIL,220000000429,AE070330000220000000429,AED,ACTIVE,2023-11-10,
ACC-R3429-001,R3429,RETAIL,220000000430,AE070330000220000000430,AED,ACTIVE,2023-11-27,
ACC-R3430-001,R3430,RETAIL,220000000431,AE070330000220000000431,AED,ACTIVE,2023-12-14,
ACC-R3431-001,R3431,RETAIL,220000000432,AE070330000220000000432,AED,ACTIVE,2023-12-31,
ACC-R3432-001,R3432,RETAIL,220000000433,AE070330000220000000433,AED,ACTIVE,2024-01-17,
ACC-R3433-001,R3433,RETAIL,220000000434,AE070330000220000000434,AED,ACTIVE,2024-02-03,
ACC-R3434-001,R3434,RETAIL,220000000435,AE070330000220000000435,AED,ACTIVE,2024-02-20,
ACC-R3435-001,R3435,RETAIL,220000000436,AE070330000220000000436,AED,ACTIVE,2024-03-08,
ACC-R3436-001,R3436,RETAIL,220000000437,AE070330000220000000437,AED,ACTIVE,2024-03-25,
ACC-R3437-001,R3437,RETAIL,220000000438,AE070330000220000000438,AED,ACTIVE,2024-04-11,
ACC-R3438-001,R3438,RETAIL,220000000439,AE070330000220000000439,AED,ACTIVE,2024-04-28,
ACC-R3439-001,R3439,RETAIL,220000000440,AE070330000220000000440,AED,ACTIVE,2024-05-15,
ACC-R3440-001,R3440,RETAIL,220000000441,AE070330000220000000441,AED,ACTIVE,2024-06-01,
ACC-R3441-001,R3441,RETAIL,220000000442,AE070330000220000000442,AED,ACTIVE,2021-01-15,
ACC-R3442-001,R3442,RETAIL,220000000443,AE070330000220000000443,AED,ACTIVE,2021-02-01,
ACC-R3443-001,R3443,RETAIL,220000000444,AE070330000220000000444,AED,ACTIVE,2021-02-18,
ACC-R3444-001,R3444,RETAIL,220000000445,AE070330000220000000445,AED,ACTIVE,2021-03-07,
ACC-R3445-001,R3445,RETAIL,220000000446,AE070330000220000000446,AED,ACTIVE,2021-03-24,
ACC-R3446-001,R3446,RETAIL,220000000447,AE070330000220000000447,AED,ACTIVE,2021-04-10,
ACC-R3447-001,R3447,RETAIL,220000000448,AE070330000220000000448,AED,ACTIVE,2021-04-27,
ACC-R3448-001,R3448,RETAIL,220000000449,AE070330000220000000449,AED,ACTIVE,2021-05-14,
ACC-R3449-001,R3449,RETAIL,220000000450,AE070330000220000000450,AED,ACTIVE,2021-05-31,
ACC-R3450-001,R3450,RETAIL,220000000451,AE070330000220000000451,AED,ACTIVE,2021-06-17,
ACC-B4001-001,B4001,SME,220000000452,AE070330000220000000452,AED,ACTIVE,2021-07-04,
ACC-B4002-001,B4002,SME,220000000453,AE070330000220000000453,AED,ACTIVE,2021-07-21,
ACC-B4003-001,B4003,SME,220000000454,AE070330000220000000454,AED,ACTIVE,2021-08-07,
ACC-B4004-001,B4004,SME,220000000455,AE070330000220000000455,AED,ACTIVE,2021-08-24,
ACC-B4005-001,B4005,SME,220000000456,AE070330000220000000456,AED,ACTIVE,2021-09-10,
ACC-B4006-001,B4006,SME,220000000457,AE070330000220000000457,AED,ACTIVE,2021-09-27,
ACC-B4007-001,B4007,SME,220000000458,AE070330000220000000458,AED,ACTIVE,2021-10-14,
ACC-B4008-001,B4008,SME,220000000459,AE070330000220000000459,AED,ACTIVE,2021-10-31,
ACC-B4009-001,B4009,SME,220000000460,AE070330000220000000460,AED,ACTIVE,2021-11-17,
ACC-B4010-001,B4010,SME,220000000461,AE070330000220000000461,AED,ACTIVE,2021-12-04,
ACC-B4011-001,B4011,SME,220000000462,AE070330000220000000462,AED,ACTIVE,2021-12-21,
ACC-B4012-001,B4012,SME,220000000463,AE070330000220000000463,AED,ACTIVE,2022-01-07,
ACC-B4013-001,B4013,SME,220000000464,AE070330000220000000464,AED,ACTIVE,2022-01-24,
ACC-B4014-001,B4014,SME,220000000465,AE070330000220000000465,AED,ACTIVE,2022-02-10,
ACC-B4015-001,B4015,SME,220000000466,AE070330000220000000466,AED,ACTIVE,2022-02-27,
ACC-B4016-001,B4016,SME,220000000467,AE070330000220000000467,AED,ACTIVE,2022-03-16,
ACC-B4017-001,B4017,SME,220000000468,AE070330000220000000468,AED,ACTIVE,2022-04-02,
ACC-B4018-001,B4018,SME,220000000469,AE070330000220000000469,AED,ACTIVE,2022-04-19,
ACC-B4019-001,B4019,SME,220000000470,AE070330000220000000470,AED,ACTIVE,2022-05-06,
ACC-B4020-001,B4020,SME,220000000471,AE070330000220000000471,AED,ACTIVE,2022-05-23,
ACC-B4021-001,B4021,SME,220000000472,AE070330000220000000472,AED,ACTIVE,2022-06-09,
ACC-B4022-001,B4022,SME,220000000473,AE070330000220000000473,AED,ACTIVE,2022-06-26,
ACC-B4023-001,B4023,SME,220000000474,AE070330000220000000474,AED,ACTIVE,2022-07-13,
ACC-B4024-001,B4024,SME,220000000475,AE070330000220000000475,AED,ACTIVE,2022-07-30,
ACC-B4025-001,B4025,SME,220000000476,AE070330000220000000476,AED,ACTIVE,2022-08-16,
ACC-B4026-001,B4026,SME,220000000477,AE070330000220000000477,AED,ACTIVE,2022-09-02,
ACC-B4027-001,B4027,SME,220000000478,AE070330000220000000478,AED,ACTIVE,2022-09-19,
ACC-B4028-001,B4028,SME,220000000479,AE070330000220000000479,AED,ACTIVE,2022-10-06,
ACC-B4029-001,B4029,SME,220000000480,AE070330000220000000480,AED,ACTIVE,2022-10-23,
ACC-B4030-001,B4030,SME,220000000481,AE070330000220000000481,AED,ACTIVE,2022-11-09,
ACC-B4031-001,B4031,SME,220000000482,AE070330000220000000482,AED,ACTIVE,2022-11-26,
ACC-B4032-001,B4032,SME,220000000483,AE070330000220000000483,AED,ACTIVE,2022-12-13,
ACC-B4033-001,B4033,SME,220000000484,AE070330000220000000484,AED,ACTIVE,2022-12-30,
ACC-B4034-001,B4034,SME,220000000485,AE070330000220000000485,AED,ACTIVE,2023-01-16,
ACC-B4035-001,B4035,SME,220000000486,AE070330000220000000486,AED,ACTIVE,2023-02-02,
ACC-B4036-001,B4036,SME,220000000487,AE070330000220000000487,AED,ACTIVE,2023-02-19,
ACC-B4037-001,B4037,SME,220000000488,AE070330000220000000488,AED,ACTIVE,2023-03-08,
ACC-B4038-001,B4038,SME,220000000489,AE070330000220000000489,AED,ACTIVE,2023-03-25,
ACC-B4039-001,B4039,SME,220000000490,AE070330000220000000490,AED,ACTIVE,2023-04-11,
ACC-B4040-001,B4040,SME,220000000491,AE070330000220000000491,AED,ACTIVE,2023-04-28,
ACC-B4041-001,B4041,SME,220000000492,AE070330000220000000492,AED,ACTIVE,2023-05-15,
ACC-B4042-001,B4042,SME,220000000493,AE070330000220000000493,AED,ACTIVE,2023-06-01,
ACC-B4043-001,B4043,SME,220000000494,AE070330000220000000494,AED,ACTIVE,2023-06-18,
ACC-B4044-001,B4044,SME,220000000495,AE070330000220000000495,AED,ACTIVE,2023-07-05,
ACC-B4045-001,B4045,SME,220000000496,AE070330000220000000496,AED,ACTIVE,2023-07-22,
ACC-B4046-001,B4046,SME,220000000497,AE070330000220000000497,AED,ACTIVE,2023-08-08,
ACC-B4047-001,B4047,SME,220000000498,AE070330000220000000498,AED,ACTIVE,2023-08-25,
ACC-B4048-001,B4048,SME,220000000499,AE070330000220000000499,AED,ACTIVE,2023-09-11,
ACC-B4049-001,B4049,SME,220000000500,AE070330000220000000500,AED,ACTIVE,2023-09-28,
ACC-B4050-001,B4050,SME,220000000501,AE070330000220000000501,AED,ACTIVE,2023-10-15,
