transfer_id,quote_id,status,reference_number,source_account_id,direction,customer_id,transaction_timestamp,beneficiary_id,beneficiary_account_number,source_amount,target_amount,payment_purpose_key,payment_purpose_name,service_type,source_iban,total_fees,fee_details
LOC-OUT-0000588,QUOTE-LOC-OUT-0000588,COMPLETED,REF-LOC-OUT-0000588,ACC-R3058-001,OUTWARD,R3058,2026-04-07 12:59:00,RET-BEN-000059,770200000001,323.00,323.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000059,0.00,[]
LOC-OUT-0000590,QUOTE-LOC-OUT-0000590,COMPLETED,REF-LOC-OUT-0000590,ACC-R3058-001,OUTWARD,R3058,2026-05-10 12:59:00,RET-BEN-000059,770200000001,334.00,334.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000059,0.00,[]
LOC-OUT-0000592,QUOTE-LOC-OUT-0000592,COMPLETED,REF-LOC-OUT-0000592,ACC-R3059-001,OUTWARD,R3059,2026-01-05 13:00:00,RET-BEN-000060,770200000001,307.00,307.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000060,0.00,[]
LOC-OUT-0000594,QUOTE-LOC-OUT-0000594,COMPLETED,REF-LOC-OUT-0000594,ACC-R3059-001,OUTWARD,R3059,2026-02-08 13:00:00,RET-BEN-000060,770200000001,318.00,318.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000060,0.00,[]
LOC-OUT-0000596,QUOTE-LOC-OUT-0000596,COMPLETED,REF-LOC-OUT-0000596,ACC-R3059-001,OUTWARD,R3059,2026-03-11 13:00:00,RET-BEN-000060,770200000001,329.00,329.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000060,0.00,[]
LOC-OUT-0000598,QUOTE-LOC-OUT-0000598,COMPLETED,REF-LOC-OUT-0000598,ACC-R3059-001,OUTWARD,R3059,2026-04-14 13:00:00,RET-BEN-000060,770200000001,340.00,340.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000060,0.00,[]
LOC-OUT-0000600,QUOTE-LOC-OUT-0000600,COMPLETED,REF-LOC-OUT-0000600,ACC-R3059-001,OUTWARD,R3059,2026-05-17 13:00:00,RET-BEN-000060,770200000001,85.00,85.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000060,0.00,[]
LOC-OUT-0000602,QUOTE-LOC-OUT-0000602,COMPLETED,REF-LOC-OUT-0000602,ACC-R3060-001,OUTWARD,R3060,2026-01-12 14:01:00,RET-BEN-000061,770200000001,324.00,324.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000061,0.00,[]
LOC-OUT-0000604,QUOTE-LOC-OUT-0000604,COMPLETED,REF-LOC-OUT-0000604,ACC-R3060-001,OUTWARD,R3060,2026-02-15 14:01:00,RET-BEN-000061,770200000001,335.00,335.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000061,0.00,[]
LOC-OUT-0000606,QUOTE-LOC-OUT-0000606,COMPLETED,REF-LOC-OUT-0000606,ACC-R3060-001,OUTWARD,R3060,2026-03-18 14:01:00,RET-BEN-000061,770200000001,346.00,346.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000061,0.00,[]
LOC-OUT-0000608,QUOTE-LOC-OUT-0000608,COMPLETED,REF-LOC-OUT-0000608,ACC-R3060-001,OUTWARD,R3060,2026-04-21 14:01:00,RET-BEN-000061,770200000001,91.00,91.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000061,0.00,[]
LOC-OUT-0000610,QUOTE-LOC-OUT-0000610,COMPLETED,REF-LOC-OUT-0000610,ACC-R3060-001,OUTWARD,R3060,2026-05-24 14:01:00,RET-BEN-000061,770200000001,102.00,102.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000061,0.00,[]
LOC-OUT-0000612,QUOTE-LOC-OUT-0000612,COMPLETED,REF-LOC-OUT-0000612,ACC-R3061-001,OUTWARD,R3061,2026-01-19 15:02:00,RET-BEN-000062,770200000001,341.00,341.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000062,0.00,[]
LOC-OUT-0000614,QUOTE-LOC-OUT-0000614,COMPLETED,REF-LOC-OUT-0000614,ACC-R3061-001,OUTWARD,R3061,2026-02-22 15:02:00,RET-BEN-000062,770200000001,86.00,86.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000062,0.00,[]
LOC-OUT-0000616,QUOTE-LOC-OUT-0000616,COMPLETED,REF-LOC-OUT-0000616,ACC-R3061-001,OUTWARD,R3061,2026-03-03 15:02:00,RET-BEN-000062,770200000001,97.00,97.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000062,0.00,[]
LOC-OUT-0000618,QUOTE-LOC-OUT-0000618,COMPLETED,REF-LOC-OUT-0000618,ACC-R3061-001,OUTWARD,R3061,2026-04-06 15:02:00,RET-BEN-000062,770200000001,108.00,108.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000062,0.00,[]
LOC-OUT-0000620,QUOTE-LOC-OUT-0000620,COMPLETED,REF-LOC-OUT-0000620,ACC-R3061-001,OUTWARD,R3061,2026-05-09 15:02:00,RET-BEN-000062,770200000001,119.00,119.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000062,0.00,[]
LOC-OUT-0000622,QUOTE-LOC-OUT-0000622,COMPLETED,REF-LOC-OUT-0000622,ACC-R3062-001,OUTWARD,R3062,2026-01-04 16:03:00,RET-BEN-000063,770200000001,92.00,92.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000063,0.00,[]
LOC-OUT-0000624,QUOTE-LOC-OUT-0000624,COMPLETED,REF-LOC-OUT-0000624,ACC-R3062-001,OUTWARD,R3062,2026-02-07 16:03:00,RET-BEN-000063,770200000001,103.00,103.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000063,0.00,[]
LOC-OUT-0000626,QUOTE-LOC-OUT-0000626,COMPLETED,REF-LOC-OUT-0000626,ACC-R3062-001,OUTWARD,R3062,2026-03-10 16:03:00,RET-BEN-000063,770200000001,114.00,114.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000063,0.00,[]
LOC-OUT-0000628,QUOTE-LOC-OUT-0000628,COMPLETED,REF-LOC-OUT-0000628,ACC-R3062-001,OUTWARD,R3062,2026-04-13 16:03:00,RET-BEN-000063,770200000001,125.00,125.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000063,0.00,[]
LOC-OUT-0000630,QUOTE-LOC-OUT-0000630,COMPLETED,REF-LOC-OUT-0000630,ACC-R3062-001,OUTWARD,R3062,2026-05-16 16:03:00,RET-BEN-000063,770200000001,136.00,136.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000063,0.00,[]
LOC-OUT-0000632,QUOTE-LOC-OUT-0000632,COMPLETED,REF-LOC-OUT-0000632,ACC-R3063-001,OUTWARD,R3063,2026-01-11 17:04:00,RET-BEN-000064,770200000001,109.00,109.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000064,0.00,[]
LOC-OUT-0000634,QUOTE-LOC-OUT-0000634,COMPLETED,REF-LOC-OUT-0000634,ACC-R3063-001,OUTWARD,R3063,2026-02-14 17:04:00,RET-BEN-000064,770200000001,120.00,120.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000064,0.00,[]
LOC-OUT-0000636,QUOTE-LOC-OUT-0000636,COMPLETED,REF-LOC-OUT-0000636,ACC-R3063-001,OUTWARD,R3063,2026-03-17 17:04:00,RET-BEN-000064,770200000001,131.00,131.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000064,0.00,[]
LOC-OUT-0000638,QUOTE-LOC-OUT-0000638,COMPLETED,REF-LOC-OUT-0000638,ACC-R3063-001,OUTWARD,R3063,2026-04-20 17:04:00,RET-BEN-000064,770200000001,142.00,142.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000064,0.00,[]
LOC-OUT-0000640,QUOTE-LOC-OUT-0000640,COMPLETED,REF-LOC-OUT-0000640,ACC-R3063-001,OUTWARD,R3063,2026-05-23 17:04:00,RET-BEN-000064,770200000001,153.00,153.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000064,0.00,[]
LOC-OUT-0000642,QUOTE-LOC-OUT-0000642,COMPLETED,REF-LOC-OUT-0000642,ACC-R3064-001,OUTWARD,R3064,2026-01-18 18:05:00,RET-BEN-000065,770200000001,126.00,126.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000065,0.00,[]
LOC-OUT-0000644,QUOTE-LOC-OUT-0000644,COMPLETED,REF-LOC-OUT-0000644,ACC-R3064-001,OUTWARD,R3064,2026-02-21 18:05:00,RET-BEN-000065,770200000001,137.00,137.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000065,0.00,[]
LOC-OUT-0000646,QUOTE-LOC-OUT-0000646,COMPLETED,REF-LOC-OUT-0000646,ACC-R3064-001,OUTWARD,R3064,2026-03-24 18:05:00,RET-BEN-000065,770200000001,148.00,148.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000065,0.00,[]
LOC-OUT-0000648,QUOTE-LOC-OUT-0000648,COMPLETED,REF-LOC-OUT-0000648,ACC-R3064-001,OUTWARD,R3064,2026-04-05 18:05:00,RET-BEN-000065,770200000001,159.00,159.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000065,0.00,[]
LOC-OUT-0000650,QUOTE-LOC-OUT-0000650,COMPLETED,REF-LOC-OUT-0000650,ACC-R3064-001,OUTWARD,R3064,2026-05-08 18:05:00,RET-BEN-000065,770200000001,170.00,170.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000065,0.00,[]
LOC-OUT-0000652,QUOTE-LOC-OUT-0000652,COMPLETED,REF-LOC-OUT-0000652,ACC-R3065-001,OUTWARD,R3065,2026-01-03 08:06:00,RET-BEN-000066,770200000001,143.00,143.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000066,0.00,[]
LOC-OUT-0000654,QUOTE-LOC-OUT-0000654,COMPLETED,REF-LOC-OUT-0000654,ACC-R3065-001,OUTWARD,R3065,2026-02-06 08:06:00,RET-BEN-000066,770200000001,154.00,154.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000066,0.00,[]
LOC-OUT-0000656,QUOTE-LOC-OUT-0000656,COMPLETED,REF-LOC-OUT-0000656,ACC-R3065-001,OUTWARD,R3065,2026-03-09 08:06:00,RET-BEN-000066,770200000001,165.00,165.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000066,0.00,[]
LOC-OUT-0000658,QUOTE-LOC-OUT-0000658,COMPLETED,REF-LOC-OUT-0000658,ACC-R3065-001,OUTWARD,R3065,2026-04-12 08:06:00,RET-BEN-000066,770200000001,176.00,176.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000066,0.00,[]
LOC-OUT-0000660,QUOTE-LOC-OUT-0000660,COMPLETED,REF-LOC-OUT-0000660,ACC-R3065-001,OUTWARD,R3065,2026-05-15 08:06:00,RET-BEN-000066,770200000001,187.00,187.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000066,0.00,[]
LOC-OUT-0000662,QUOTE-LOC-OUT-0000662,COMPLETED,REF-LOC-OUT-0000662,ACC-R3066-001,OUTWARD,R3066,2026-01-10 09:07:00,RET-BEN-000067,770200000001,160.00,160.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000067,0.00,[]
LOC-OUT-0000664,QUOTE-LOC-OUT-0000664,COMPLETED,REF-LOC-OUT-0000664,ACC-R3066-001,OUTWARD,R3066,2026-02-13 09:07:00,RET-BEN-000067,770200000001,171.00,171.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000067,0.00,[]
LOC-OUT-0000666,QUOTE-LOC-OUT-0000666,COMPLETED,REF-LOC-OUT-0000666,ACC-R3066-001,OUTWARD,R3066,2026-03-16 09:07:00,RET-BEN-000067,770200000001,182.00,182.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000067,0.00,[]
LOC-OUT-0000668,QUOTE-LOC-OUT-0000668,COMPLETED,REF-LOC-OUT-0000668,ACC-R3066-001,OUTWARD,R3066,2026-04-19 09:07:00,RET-BEN-000067,770200000001,193.00,193.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000067,0.00,[]
LOC-OUT-0000670,QUOTE-LOC-OUT-0000670,COMPLETED,REF-LOC-OUT-0000670,ACC-R3066-001,OUTWARD,R3066,2026-05-22 09:07:00,RET-BEN-000067,770200000001,204.00,204.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000067,0.00,[]
LOC-OUT-0000672,QUOTE-LOC-OUT-0000672,COMPLETED,REF-LOC-OUT-0000672,ACC-R3067-001,OUTWARD,R3067,2026-01-17 10:08:00,RET-BEN-000068,770200000001,177.00,177.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000068,0.00,[]
LOC-OUT-0000674,QUOTE-LOC-OUT-0000674,COMPLETED,REF-LOC-OUT-0000674,ACC-R3067-001,OUTWARD,R3067,2026-02-20 10:08:00,RET-BEN-000068,770200000001,188.00,188.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000068,0.00,[]
LOC-OUT-0000676,QUOTE-LOC-OUT-0000676,COMPLETED,REF-LOC-OUT-0000676,ACC-R3067-001,OUTWARD,R3067,2026-03-23 10:08:00,RET-BEN-000068,770200000001,199.00,199.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000068,0.00,[]
LOC-OUT-0000678,QUOTE-LOC-OUT-0000678,COMPLETED,REF-LOC-OUT-0000678,ACC-R3067-001,OUTWARD,R3067,2026-04-04 10:08:00,RET-BEN-000068,770200000001,210.00,210.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000068,0.00,[]
LOC-OUT-0000680,QUOTE-LOC-OUT-0000680,COMPLETED,REF-LOC-OUT-0000680,ACC-R3067-001,OUTWARD,R3067,2026-05-07 10:08:00,RET-BEN-000068,770200000001,221.00,221.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000068,0.00,[]
LOC-OUT-0000682,QUOTE-LOC-OUT-0000682,COMPLETED,REF-LOC-OUT-0000682,ACC-R3068-001,OUTWARD,R3068,2026-01-24 11:09:00,RET-BEN-000069,770200000001,194.00,194.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000069,0.00,[]
LOC-OUT-0000684,QUOTE-LOC-OUT-0000684,COMPLETED,REF-LOC-OUT-0000684,ACC-R3068-001,OUTWARD,R3068,2026-02-05 11:09:00,RET-BEN-000069,770200000001,205.00,205.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000069,0.00,[]
LOC-OUT-0000686,QUOTE-LOC-OUT-0000686,COMPLETED,REF-LOC-OUT-0000686,ACC-R3068-001,OUTWARD,R3068,2026-03-08 11:09:00,RET-BEN-000069,770200000001,216.00,216.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000069,0.00,[]
LOC-OUT-0000688,QUOTE-LOC-OUT-0000688,COMPLETED,REF-LOC-OUT-0000688,ACC-R3068-001,OUTWARD,R3068,2026-04-11 11:09:00,RET-BEN-000069,770200000001,227.00,227.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000069,0.00,[]
LOC-OUT-0000690,QUOTE-LOC-OUT-0000690,COMPLETED,REF-LOC-OUT-0000690,ACC-R3068-001,OUTWARD,R3068,2026-05-14 11:09:00,RET-BEN-000069,770200000001,238.00,238.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000069,0.00,[]
LOC-OUT-0000692,QUOTE-LOC-OUT-0000692,COMPLETED,REF-LOC-OUT-0000692,ACC-R3069-001,OUTWARD,R3069,2026-01-09 12:10:00,RET-BEN-000070,770200000001,211.00,211.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000070,0.00,[]
LOC-OUT-0000694,QUOTE-LOC-OUT-0000694,COMPLETED,REF-LOC-OUT-0000694,ACC-R3069-001,OUTWARD,R3069,2026-02-12 12:10:00,RET-BEN-000070,770200000001,222.00,222.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000070,0.00,[]
LOC-OUT-0000696,QUOTE-LOC-OUT-0000696,COMPLETED,REF-LOC-OUT-0000696,ACC-R3069-001,OUTWARD,R3069,2026-03-15 12:10:00,RET-BEN-000070,770200000001,233.00,233.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000070,0.00,[]
LOC-OUT-0000698,QUOTE-LOC-OUT-0000698,COMPLETED,REF-LOC-OUT-0000698,ACC-R3069-001,OUTWARD,R3069,2026-04-18 12:10:00,RET-BEN-000070,770200000001,244.00,244.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000070,0.00,[]
LOC-OUT-0000700,QUOTE-LOC-OUT-0000700,COMPLETED,REF-LOC-OUT-0000700,ACC-R3069-001,OUTWARD,R3069,2026-05-21 12:10:00,RET-BEN-000070,770200000001,255.00,255.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000070,0.00,[]
LOC-OUT-0000702,QUOTE-LOC-OUT-0000702,COMPLETED,REF-LOC-OUT-0000702,ACC-R3070-001,OUTWARD,R3070,2026-01-16 13:11:00,RET-BEN-000071,770200000001,228.00,228.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000071,0.00,[]
LOC-OUT-0000704,QUOTE-LOC-OUT-0000704,COMPLETED,REF-LOC-OUT-0000704,ACC-R3070-001,OUTWARD,R3070,2026-02-19 13:11:00,RET-BEN-000071,770200000001,239.00,239.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000071,0.00,[]
LOC-OUT-0000706,QUOTE-LOC-OUT-0000706,COMPLETED,REF-LOC-OUT-0000706,ACC-R3070-001,OUTWARD,R3070,2026-03-22 13:11:00,RET-BEN-000071,770200000001,250.00,250.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000071,0.00,[]
LOC-OUT-0000708,QUOTE-LOC-OUT-0000708,COMPLETED,REF-LOC-OUT-0000708,ACC-R3070-001,OUTWARD,R3070,2026-04-03 13:11:00,RET-BEN-000071,770200000001,261.00,261.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000071,0.00,[]
LOC-OUT-0000710,QUOTE-LOC-OUT-0000710,COMPLETED,REF-LOC-OUT-0000710,ACC-R3070-001,OUTWARD,R3070,2026-05-06 13:11:00,RET-BEN-000071,770200000001,272.00,272.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000071,0.00,[]
LOC-OUT-0000712,QUOTE-LOC-OUT-0000712,COMPLETED,REF-LOC-OUT-0000712,ACC-R3071-001,OUTWARD,R3071,2026-01-23 14:12:00,RET-BEN-000072,770200000001,245.00,245.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000072,0.00,[]
LOC-OUT-0000714,QUOTE-LOC-OUT-0000714,COMPLETED,REF-LOC-OUT-0000714,ACC-R3071-001,OUTWARD,R3071,2026-02-04 14:12:00,RET-BEN-000072,770200000001,256.00,256.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000072,0.00,[]
LOC-OUT-0000716,QUOTE-LOC-OUT-0000716,COMPLETED,REF-LOC-OUT-0000716,ACC-R3071-001,OUTWARD,R3071,2026-03-07 14:12:00,RET-BEN-000072,770200000001,267.00,267.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000072,0.00,[]
LOC-OUT-0000718,QUOTE-LOC-OUT-0000718,COMPLETED,REF-LOC-OUT-0000718,ACC-R3071-001,OUTWARD,R3071,2026-04-10 14:12:00,RET-BEN-000072,770200000001,278.00,278.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000072,0.00,[]
LOC-OUT-0000720,QUOTE-LOC-OUT-0000720,COMPLETED,REF-LOC-OUT-0000720,ACC-R3071-001,OUTWARD,R3071,2026-05-13 14:12:00,RET-BEN-000072,770200000001,289.00,289.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000072,0.00,[]
LOC-OUT-0000722,QUOTE-LOC-OUT-0000722,COMPLETED,REF-LOC-OUT-0000722,ACC-R3072-001,OUTWARD,R3072,2026-01-08 15:13:00,RET-BEN-000073,770200000001,262.00,262.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000073,0.00,[]
LOC-OUT-0000724,QUOTE-LOC-OUT-0000724,COMPLETED,REF-LOC-OUT-0000724,ACC-R3072-001,OUTWARD,R3072,2026-02-11 15:13:00,RET-BEN-000073,770200000001,273.00,273.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000073,0.00,[]
LOC-OUT-0000726,QUOTE-LOC-OUT-0000726,COMPLETED,REF-LOC-OUT-0000726,ACC-R3072-001,OUTWARD,R3072,2026-03-14 15:13:00,RET-BEN-000073,770200000001,284.00,284.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000073,0.00,[]
LOC-OUT-0000728,QUOTE-LOC-OUT-0000728,COMPLETED,REF-LOC-OUT-0000728,ACC-R3072-001,OUTWARD,R3072,2026-04-17 15:13:00,RET-BEN-000073,770200000001,295.00,295.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000073,0.00,[]
LOC-OUT-0000730,QUOTE-LOC-OUT-0000730,COMPLETED,REF-LOC-OUT-0000730,ACC-R3072-001,OUTWARD,R3072,2026-05-20 15:13:00,RET-BEN-000073,770200000001,306.00,306.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000073,0.00,[]
LOC-OUT-0000732,QUOTE-LOC-OUT-0000732,COMPLETED,REF-LOC-OUT-0000732,ACC-R3073-001,OUTWARD,R3073,2026-01-15 16:14:00,RET-BEN-000074,770200000001,279.00,279.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000074,0.00,[]
LOC-OUT-0000734,QUOTE-LOC-OUT-0000734,COMPLETED,REF-LOC-OUT-0000734,ACC-R3073-001,OUTWARD,R3073,2026-02-18 16:14:00,RET-BEN-000074,770200000001,290.00,290.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000074,0.00,[]
LOC-OUT-0000736,QUOTE-LOC-OUT-0000736,COMPLETED,REF-LOC-OUT-0000736,ACC-R3073-001,OUTWARD,R3073,2026-03-21 16:14:00,RET-BEN-000074,770200000001,301.00,301.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000074,0.00,[]
LOC-OUT-0000738,QUOTE-LOC-OUT-0000738,COMPLETED,REF-LOC-OUT-0000738,ACC-R3073-001,OUTWARD,R3073,2026-04-24 16:14:00,RET-BEN-000074,770200000001,312.00,312.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000074,0.00,[]
LOC-OUT-0000740,QUOTE-LOC-OUT-0000740,COMPLETED,REF-LOC-OUT-0000740,ACC-R3073-001,OUTWARD,R3073,2026-05-05 16:14:00,RET-BEN-000074,770200000001,323.00,323.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000074,0.00,[]
LOC-OUT-0000742,QUOTE-LOC-OUT-0000742,COMPLETED,REF-LOC-OUT-0000742,ACC-R3074-001,OUTWARD,R3074,2026-01-22 17:15:00,RET-BEN-000075,770200000001,296.00,296.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000075,0.00,[]
LOC-OUT-0000744,QUOTE-LOC-OUT-0000744,COMPLETED,REF-LOC-OUT-0000744,ACC-R3074-001,OUTWARD,R3074,2026-02-03 17:15:00,RET-BEN-000075,770200000001,307.00,307.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000075,0.00,[]
LOC-OUT-0000746,QUOTE-LOC-OUT-0000746,COMPLETED,REF-LOC-OUT-0000746,ACC-R3074-001,OUTWARD,R3074,2026-03-06 17:15:00,RET-BEN-000075,770200000001,318.00,318.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000075,0.00,[]
LOC-OUT-0000748,QUOTE-LOC-OUT-0000748,COMPLETED,REF-LOC-OUT-0000748,ACC-R3074-001,OUTWARD,R3074,2026-04-09 17:15:00,RET-BEN-000075,770200000001,329.00,329.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000075,0.00,[]
LOC-OUT-0000750,QUOTE-LOC-OUT-0000750,COMPLETED,REF-LOC-OUT-0000750,ACC-R3074-001,OUTWARD,R3074,2026-05-12 17:15:00,RET-BEN-000075,770200000001,340.00,340.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000075,0.00,[]
LOC-OUT-0000752,QUOTE-LOC-OUT-0000752,COMPLETED,REF-LOC-OUT-0000752,ACC-R3075-001,OUTWARD,R3075,2026-01-07 18:16:00,RET-BEN-000076,770200000001,313.00,313.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000076,0.00,[]
LOC-OUT-0000754,QUOTE-LOC-OUT-0000754,COMPLETED,REF-LOC-OUT-0000754,ACC-R3075-001,OUTWARD,R3075,2026-02-10 18:16:00,RET-BEN-000076,770200000001,324.00,324.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000076,0.00,[]
LOC-OUT-0000756,QUOTE-LOC-OUT-0000756,COMPLETED,REF-LOC-OUT-0000756,ACC-R3075-001,OUTWARD,R3075,2026-03-13 18:16:00,RET-BEN-000076,770200000001,335.00,335.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000076,0.00,[]
LOC-OUT-0000758,QUOTE-LOC-OUT-0000758,COMPLETED,REF-LOC-OUT-0000758,ACC-R3075-001,OUTWARD,R3075,2026-04-16 18:16:00,RET-BEN-000076,770200000001,346.00,346.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000076,0.00,[]
LOC-OUT-0000760,QUOTE-LOC-OUT-0000760,COMPLETED,REF-LOC-OUT-0000760,ACC-R3075-001,OUTWARD,R3075,2026-05-19 18:16:00,RET-BEN-000076,770200000001,91.00,91.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000076,0.00,[]
LOC-OUT-0000762,QUOTE-LOC-OUT-0000762,COMPLETED,REF-LOC-OUT-0000762,ACC-R3076-001,OUTWARD,R3076,2026-01-14 08:17:00,RET-BEN-000077,770200000001,330.00,330.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000077,0.00,[]
LOC-OUT-0000764,QUOTE-LOC-OUT-0000764,COMPLETED,REF-LOC-OUT-0000764,ACC-R3076-001,OUTWARD,R3076,2026-02-17 08:17:00,RET-BEN-000077,770200000001,341.00,341.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000077,0.00,[]
LOC-OUT-0000766,QUOTE-LOC-OUT-0000766,COMPLETED,REF-LOC-OUT-0000766,ACC-R3076-001,OUTWARD,R3076,2026-03-20 08:17:00,RET-BEN-000077,770200000001,86.00,86.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000077,0.00,[]
