entity_type,entity_id,customer_id,business_id,individual_id,emirates_id_number,customer_segment,customer_status,customer_created_date
RETAIL,R3306,R3306,,,784-1987-2000307-6,RETAIL,ACTIVE,2021-08-08
RETAIL,R3307,R3307,,,784 1988 2000308 4,RETAIL,ACTIVE,2021-08-25
RETAIL,R3308,R3308,,,784198920003092,RETAIL,ACTIVE,2021-09-11
RETAIL,R3309,R3309,,,784-1990-2000310-0,RETAIL,ACTIVE,2021-09-28
RETAIL,R3310,R3310,,,784 1991 2000311 8,RETAIL,ACTIVE,2021-10-15
RETAIL,R3311,R3311,,,784199220003126,RETAIL,ACTIVE,2021-11-01
RETAIL,R3312,R3312,,,784-1993-2000313-4,RETAIL,ACTIVE,2021-11-18
RETAIL,R3313,R3313,,,784 1994 2000314 2,RETAIL,ACTIVE,2021-12-05
RETAIL,R3314,R3314,,,784199520003150,RETAIL,ACTIVE,2021-12-22
RETAIL,R3315,R3315,,,784-1996-2000316-8,RETAIL,ACTIVE,2022-01-08
RETAIL,R3316,R3316,,,784 1997 2000317 6,RETAIL,ACTIVE,2022-01-25
RETAIL,R3317,R3317,,,784199820003184,RETAIL,ACTIVE,2022-02-11
RETAIL,R3318,R3318,,,784-1999-2000319-2,RETAIL,ACTIVE,2022-02-28
RETAIL,R3319,R3319,,,784 2000 2000320 0,RETAIL,ACTIVE,2022-03-17
RETAIL,R3320,R3320,,,784200120003218,RETAIL,ACTIVE,2022-04-03
RETAIL,R3321,R3321,,,784-2002-2000322-6,RETAIL,ACTIVE,2022-04-20
RETAIL,R3322,R3322,,,784 2003 2000323 4,RETAIL,ACTIVE,2022-05-07
RETAIL,R3323,R3323,,,784200420003242,RETAIL,ACTIVE,2022-05-24
RETAIL,R3324,R3324,,,784-1980-2000325-5,RETAIL,ACTIVE,2022-06-10
RETAIL,R3325,R3325,,,784 1981 2000326 3,RETAIL,ACTIVE,2022-06-27
RETAIL,R3326,R3326,,,784198220003271,RETAIL,ACTIVE,2022-07-14
RETAIL,R3327,R3327,,,784-1983-2000328-9,RETAIL,ACTIVE,2022-07-31
RETAIL,R3328,R3328,,,784 1984 2000329 7,RETAIL,ACTIVE,2022-08-17
RETAIL,R3329,R3329,,,784198520003305,RETAIL,ACTIVE,2022-09-03
RETAIL,R3330,R3330,,,784-1986-2000331-3,RETAIL,ACTIVE,2022-09-20
RETAIL,R3331,R3331,,,784 1987 2000332 1,RETAIL,ACTIVE,2022-10-07
RETAIL,R3332,R3332,,,784198820003339,RETAIL,ACTIVE,2022-10-24
RETAIL,R3333,R3333,,,784-1989-2000334-7,RETAIL,ACTIVE,2022-11-10
RETAIL,R3334,R3334,,,784 1990 2000335 5,RETAIL,ACTIVE,2022-11-27
RETAIL,R3335,R3335,,,784199120003363,RETAIL,ACTIVE,2022-12-14
RETAIL,R3336,R3336,,,784-1992-2000337-1,RETAIL,ACTIVE,2022-12-31
RETAIL,R3337,R3337,,,784 1993 2000338 9,RETAIL,ACTIVE,2023-01-17
RETAIL,R3338,R3338,,,784199420003397,RETAIL,ACTIVE,2023-02-03
RETAIL,R3339,R3339,,,784-1995-2000340-5,RETAIL,ACTIVE,2023-02-20
RETAIL,R3340,R3340,,,784 1996 2000341 3,RETAIL,ACTIVE,2023-03-09
RETAIL,R3341,R3341,,,784199720003421,RETAIL,ACTIVE,2023-03-26
RETAIL,R3342,R3342,,,784-1998-2000343-9,RETAIL,ACTIVE,2023-04-12
RETAIL,R3343,R3343,,,784 1999 2000344 7,RETAIL,ACTIVE,2023-04-29
RETAIL,R3344,R3344,,,784200020003455,RETAIL,ACTIVE,2023-05-16
RETAIL,R3345,R3345,,,784-2001-2000346-3,RETAIL,ACTIVE,2023-06-02
RETAIL,R3346,R3346,,,784 2002 2000347 1,RETAIL,ACTIVE,2023-06-19
RETAIL,R3347,R3347,,,784200320003489,RETAIL,ACTIVE,2023-07-06
RETAIL,R3348,R3348,,,784-2004-2000349-7,RETAIL,ACTIVE,2023-07-23
RETAIL,R3349,R3349,,,784 1980 2000350 0,RETAIL,ACTIVE,2023-08-09
RETAIL,R3350,R3350,,,784198120003518,RETAIL,ACTIVE,2023-08-26
RETAIL,R3351,R3351,,,784-1982-2000352-6,RETAIL,ACTIVE,2023-09-12
RETAIL,R3352,R3352,,,784 1983 2000353 4,RETAIL,ACTIVE,2023-09-29
RETAIL,R3353,R3353,,,784198420003542,RETAIL,ACTIVE,2023-10-16
RETAIL,R3354,R3354,,,784-1985-2000355-0,RETAIL,ACTIVE,2023-11-02
RETAIL,R3355,R3355,,,784 1986 2000356 8,RETAIL,ACTIVE,2023-11-19
RETAIL,R3356,R3356,,,784198720003576,RETAIL,ACTIVE,2023-12-06
RETAIL,R3357,R3357,,,784-1988-2000358-4,RETAIL,ACTIVE,2023-12-23
RETAIL,R3358,R3358,,,784 1989 2000359 2,RETAIL,ACTIVE,2024-01-09
RETAIL,R3359,R3359,,,784199020003600,RETAIL,ACTIVE,2024-01-26
RETAIL,R3360,R3360,,,784-1991-2000361-8,RETAIL,ACTIVE,2024-02-12
RETAIL,R3361,R3361,,,784 1992 2000362 6,RETAIL,ACTIVE,2024-02-29
RETAIL,R3362,R3362,,,784199320003634,RETAIL,ACTIVE,2024-03-17
RETAIL,R3363,R3363,,,784-1994-2000364-2,RETAIL,ACTIVE,2024-04-03
RETAIL,R3364,R3364,,,784 1995 2000365 0,RETAIL,ACTIVE,2024-04-20
RETAIL,R3365,R3365,,,784199620003668,RETAIL,ACTIVE,2024-05-07
RETAIL,R3366,R3366,,,784-1997-2000367-6,RETAIL,ACTIVE,2024-05-24
RETAIL,R3367,R3367,,,784 1998 2000368 4,RETAIL,ACTIVE,2021-01-07
RETAIL,R3368,R3368,,,784199920003692,RETAIL,ACTIVE,2021-01-24
RETAIL,R3369,R3369,,,784-2000-2000370-0,RETAIL,ACTIVE,2021-02-10
RETAIL,R3370,R3370,,,784 2001 2000371 8,RETAIL,ACTIVE,2021-02-27
RETAIL,R3371,R3371,,,784200220003726,RETAIL,ACTIVE,2021-03-16
RETAIL,R3372,R3372,,,784-2003-2000373-4,RETAIL,ACTIVE,2021-04-02
RETAIL,R3373,R3373,,,784 2004 2000374 2,RETAIL,ACTIVE,2021-04-19
RETAIL,R3374,R3374,,,784198020003755,RETAIL,ACTIVE,2021-05-06
RETAIL,R3375,R3375,,,784-1981-2000376-3,RETAIL,ACTIVE,2021-05-23
RETAIL,R3376,R3376,,,784 1982 2000377 1,RETAIL,ACTIVE,2021-06-09
RETAIL,R3377,R3377,,,784198320003789,RETAIL,ACTIVE,2021-06-26
RETAIL,R3378,R3378,,,784-1984-2000379-7,RETAIL,ACTIVE,2021-07-13
RETAIL,R3379,R3379,,,784 1985 2000380 5,RETAIL,ACTIVE,2021-07-30
RETAIL,R3380,R3380,,,784198620003813,RETAIL,ACTIVE,2021-08-16
RETAIL,R3381,R3381,,,784-1987-2000382-1,RETAIL,ACTIVE,2021-09-02
RETAIL,R3382,R3382,,,784 1988 2000383 9,RETAIL,ACTIVE,2021-09-19
RETAIL,R3383,R3383,,,784198920003847,RETAIL,ACTIVE,2021-10-06
RETAIL,R3384,R3384,,,784-1990-2000385-5,RETAIL,ACTIVE,2021-10-23
RETAIL,R3385,R3385,,,784 1991 2000386 3,RETAIL,ACTIVE,2021-11-09
RETAIL,R3386,R3386,,,784199220003871,RETAIL,ACTIVE,2021-11-26
RETAIL,R3387,R3387,,,784-1993-2000388-9,RETAIL,ACTIVE,2021-12-13
RETAIL,R3388,R3388,,,784 1994 2000389 7,RETAIL,ACTIVE,2021-12-30
RETAIL,R3389,R3389,,,784199520003905,RETAIL,ACTIVE,2022-01-16
RETAIL,R3390,R3390,,,784-1996-2000391-3,RETAIL,ACTIVE,2022-02-02
RETAIL,R3391,R3391,,,784 1997 2000392 1,RETAIL,ACTIVE,2022-02-19
RETAIL,R3392,R3392,,,784199820003939,RETAIL,ACTIVE,2022-03-08
RETAIL,R3393,R3393,,,784-1999-2000394-7,RETAIL,ACTIVE,2022-03-25
RETAIL,R3394,R3394,,,784 2000 2000395 5,RETAIL,ACTIVE,2022-04-11
RETAIL,R3395,R3395,,,784200120003963,RETAIL,ACTIVE,2022-04-28
RETAIL,R3396,R3396,,,784-2002-2000397-1,RETAIL,ACTIVE,2022-05-15
RETAIL,R3397,R3397,,,784 2003 2000398 9,RETAIL,ACTIVE,2022-06-01
RETAIL,R3398,R3398,,,784200420003997,RETAIL,ACTIVE,2022-06-18
RETAIL,R3399,R3399,,,784-1980-2000400-0,RETAIL,ACTIVE,2022-07-05
RETAIL,R3400,R3400,,,784 1981 2000401 8,RETAIL,ACTIVE,2022-07-22
RETAIL,R3401,R3401,,,784198220004026,RETAIL,ACTIVE,2022-08-08
RETAIL,R3402,R3402,,,784-1983-2000403-4,RETAIL,ACTIVE,2022-08-25
RETAIL,R3403,R3403,,,784 1984 2000404 2,RETAIL,ACTIVE,2022-09-11
RETAIL,R3404,R3404,,,784198520004050,RETAIL,ACTIVE,2022-09-28
RETAIL,R3405,R3405,,,784-1986-2000406-8,RETAIL,ACTIVE,2022-10-15
RETAIL,R3406,R3406,,,784 1987 2000407 6,RETAIL,ACTIVE,2022-11-01
RETAIL,R3407,R3407,,,784198820004084,RETAIL,ACTIVE,2022-11-18
RETAIL,R3408,R3408,,,784-1989-2000409-2,RETAIL,ACTIVE,2022-12-05
RETAIL,R3409,R3409,,,784 1990 2000410 0,RETAIL,ACTIVE,2022-12-22
RETAIL,R3410,R3410,,,784199120004118,RETAIL,ACTIVE,2023-01-08
RETAIL,R3411,R3411,,,784-1992-2000412-6,RETAIL,ACTIVE,2023-01-25
RETAIL,R3412,R3412,,,784 1993 2000413 4,RETAIL,ACTIVE,2023-02-11
RETAIL,R3413,R3413,,,784199420004142,RETAIL,ACTIVE,2023-02-28
RETAIL,R3414,R3414,,,784-1995-2000415-0,RETAIL,ACTIVE,2023-03-17
RETAIL,R3415,R3415,,,784 1996 2000416 8,RETAIL,ACTIVE,2023-04-03
RETAIL,R3416,R3416,,,784199720004176,RETAIL,ACTIVE,2023-04-20
RETAIL,R3417,R3417,,,784-1998-2000418-4,RETAIL,ACTIVE,2023-05-07
RETAIL,R3418,R3418,,,784 1999 2000419 2,RETAIL,ACTIVE,2023-05-24
RETAIL,R3419,R3419,,,784200020004200,RETAIL,ACTIVE,2023-06-10
RETAIL,R3420,R3420,,,784-2001-2000421-8,RETAIL,ACTIVE,2023-06-27
RETAIL,R3421,R3421,,,784 2002 2000422 6,RETAIL,ACTIVE,2023-07-14
RETAIL,R3422,R3422,,,784200320004234,RETAIL,ACTIVE,2023-07-31
RETAIL,R3423,R3423,,,784-2004-2000424-2,RETAIL,ACTIVE,2023-08-17
RETAIL,R3424,R3424,,,784 1980 2000425 5,RETAIL,ACTIVE,2023-09-03
RETAIL,R3425,R3425,,,784198120004263,RETAIL,ACTIVE,2023-09-20
RETAIL,R3426,R3426,,,784-1982-2000427-1,RETAIL,ACTIVE,2023-10-07
RETAIL,R3427,R3427,,,784 1983 2000428 9,RETAIL,ACTIVE,2023-10-24
RETAIL,R3428,R3428,,,784198420004297,RETAIL,ACTIVE,2023-11-10
RETAIL,R3429,R3429,,,784-1985-2000430-5,RETAIL,ACTIVE,2023-11-27
RETAIL,R3430,R3430,,,784 1986 2000431 3,RETAIL,ACTIVE,2023-12-14
RETAIL,R3431,R3431,,,784198720004321,RETAIL,ACTIVE,2023-12-31
RETAIL,R3432,R3432,,,784-1988-2000433-9,RETAIL,ACTIVE,2024-01-17
RETAIL,R3433,R3433,,,784 1989 2000434 7,RETAIL,ACTIVE,2024-02-03
RETAIL,R3434,R3434,,,784199020004355,RETAIL,ACTIVE,2024-02-20
RETAIL,R3435,R3435,,,784-1991-2000436-3,RETAIL,ACTIVE,2024-03-08
RETAIL,R3436,R3436,,,784 1992 2000437 1,RETAIL,ACTIVE,2024-03-25
RETAIL,R3437,R3437,,,784199320004389,RETAIL,ACTIVE,2024-04-11
RETAIL,R3438,R3438,,,784-1994-2000439-7,RETAIL,ACTIVE,2024-04-28
RETAIL,R3439,R3439,,,784 1995 2000440 5,RETAIL,ACTIVE,2024-05-15
RETAIL,R3440,R3440,,,784199620004413,RETAIL,ACTIVE,2024-06-01
RETAIL,R3441,R3441,,,784-1997-2000442-1,RETAIL,ACTIVE,2021-01-15
RETAIL,R3442,R3442,,,784 1998 2000443 9,RETAIL,ACTIVE,2021-02-01
RETAIL,R3443,R3443,,,784199920004447,RETAIL,ACTIVE,2021-02-18
RETAIL,R3444,R3444,,,784-2000-2000445-5,RETAIL,ACTIVE,2021-03-07
RETAIL,R3445,R3445,,,784 2001 2000446 3,RETAIL,ACTIVE,2021-03-24
RETAIL,R3446,R3446,,,784200220004471,RETAIL,ACTIVE,2021-04-10
RETAIL,R3447,R3447,,,784-2003-2000448-9,RETAIL,ACTIVE,2021-04-27
RETAIL,R3448,R3448,,,784 2004 2000449 7,RETAIL,ACTIVE,2021-05-14
RETAIL,R3449,R3449,,,784198020004500,RETAIL,ACTIVE,2021-05-31
RETAIL,R3450,R3450,,,784-1981-2000451-8,RETAIL,ACTIVE,2021-06-17
SME,B4001,B4001,B4001,IND-S2-00452,784 1982 2000452 6,SME,ACTIVE,2021-07-04
SME,B4002,B4002,B4002,IND-S2-00453,784198320004534,SME,ACTIVE,2021-07-21
SME,B4003,B4003,B4003,IND-S2-00454,784-1984-2000454-2,SME,ACTIVE,2021-08-07
SME,B4004,B4004,B4004,IND-S2-00455,784 1985 2000455 0,SME,ACTIVE,2021-08-24
SME,B4005,B4005,B4005,IND-S2-00456,784198620004568,SME,ACTIVE,2021-09-10
SME,B4006,B4006,B4006,IND-S2-00457,784-1987-2000457-6,SME,ACTIVE,2021-09-27
SME,B4007,B4007,B4007,IND-S2-00458,784 1988 2000458 4,SME,ACTIVE,2021-10-14
SME,B4008,B4008,B4008,IND-S2-00459,784198920004592,SME,ACTIVE,2021-10-31
SME,B4009,B4009,B4009,IND-S2-00460,784-1990-2000460-0,SME,ACTIVE,2021-11-17
SME,B4010,B4010,B4010,IND-S2-00461,784 1991 2000461 8,SME,ACTIVE,2021-12-04
SME,B4011,B4011,B4011,IND-S2-00462,784199220004626,SME,ACTIVE,2021-12-21
SME,B4012,B4012,B4012,IND-S2-00463,784-1993-2000463-4,SME,ACTIVE,2022-01-07
SME,B4013,B4013,B4013,IND-S2-00464,784 1994 2000464 2,SME,ACTIVE,2022-01-24
SME,B4014,B4014,B4014,IND-S2-00465,784199520004650,SME,ACTIVE,2022-02-10
SME,B4015,B4015,B4015,IND-S2-00466,784-1996-2000466-8,SME,ACTIVE,2022-02-27
SME,B4016,B4016,B4016,IND-S2-00467,784 1997 2000467 6,SME,ACTIVE,2022-03-16
SME,B4017,B4017,B4017,IND-S2-00468,784199820004684,SME,ACTIVE,2022-04-02
SME,B4018,B4018,B4018,IND-S2-00469,784-1999-2000469-2,SME,ACTIVE,2022-04-19
SME,B4019,B4019,B4019,IND-S2-00470,784 2000 2000470 0,SME,ACTIVE,2022-05-06
SME,B4020,B4020,B4020,IND-S2-00471,784200120004718,SME,ACTIVE,2022-05-23
SME,B4021,B4021,B4021,IND-S2-00472,784-2002-2000472-6,SME,ACTIVE,2022-06-09
SME,B4022,B4022,B4022,IND-S2-00473,784 2003 2000473 4,SME,ACTIVE,2022-06-26
SME,B4023,B4023,B4023,IND-S2-00474,784200420004742,SME,ACTIVE,2022-07-13
SME,B4024,B4024,B4024,IND-S2-00475,784-1980-2000475-5,SME,ACTIVE,2022-07-30
SME,B4025,B4025,B4025,IND-S2-00476,784 1981 2000476 3,SME,ACTIVE,2022-08-16
SME,B4026,B4026,B4026,IND-S2-00477,784198220004771,SME,ACTIVE,2022-09-02
SME,B4027,B4027,B4027,IND-S2-00478,784-1983-2000478-9,SME,ACTIVE,2022-09-19
SME,B4028,B4028,B4028,IND-S2-00479,784 1984 2000479 7,SME,ACTIVE,2022-10-06
SME,B4029,B4029,B4029,IND-S2-00480,784198520004805,SME,ACTIVE,2022-10-23
SME,B4030,B4030,B4030,IND-S2-00481,784-1986-2000481-3,SME,ACTIVE,2022-11-09
SME,B4031,B4031,B4031,IND-S2-00482,784 1987 2000482 1,SME,ACTIVE,2022-11-26
SME,B4032,B4032,B4032,IND-S2-00483,784198820004839,SME,ACTIVE,2022-12-13
SME,B4033,B4033,B4033,IND-S2-00484,784-1989-2000484-7,SME,ACTIVE,2022-12-30
SME,B4034,B4034,B4034,IND-S2-00485,784 1990 2000485 5,SME,ACTIVE,2023-01-16
SME,B4035,B4035,B4035,IND-S2-00486,784199120004863,SME,ACTIVE,2023-02-02
SME,B4036,B4036,B4036,IND-S2-00487,784-1992-2000487-1,SME,ACTIVE,2023-02-19
SME,B4037,B4037,B4037,IND-S2-00488,784 1993 2000488 9,SME,ACTIVE,2023-03-08
SME,B4038,B4038,B4038,IND-S2-00489,784199420004897,SME,ACTIVE,2023-03-25
SME,B4039,B4039,B4039,IND-S2-00490,784-1995-2000490-5,SME,ACTIVE,2023-04-11
SME,B4040,B4040,B4040,IND-S2-00491,784 1996 2000491 3,SME,ACTIVE,2023-04-28
SME,B4041,B4041,B4041,IND-S2-00492,784199720004921,SME,ACTIVE,2023-05-15
SME,B4042,B4042,B4042,IND-S2-00493,784-1998-2000493-9,SME,ACTIVE,2023-06-01
SME,B4043,B4043,B4043,IND-S2-00494,784 1999 2000494 7,SME,ACTIVE,2023-06-18
SME,B4044,B4044,B4044,IND-S2-00495,784200020004955,SME,ACTIVE,2023-07-05
SME,B4045,B4045,B4045,IND-S2-00496,784-2001-2000496-3,SME,ACTIVE,2023-07-22
SME,B4046,B4046,B4046,IND-S2-00497,784 2002 2000497 1,SME,ACTIVE,2023-08-08
SME,B4047,B4047,B4047,IND-S2-00498,784200320004989,SME,ACTIVE,2023-08-25
SME,B4048,B4048,B4048,IND-S2-00499,784-2004-2000499-7,SME,ACTIVE,2023-09-11
SME,B4049,B4049,B4049,IND-S2-00500,784 1980 2000500 0,SME,ACTIVE,2023-09-28
SME,B4050,B4050,B4050,IND-S2-00501,784198120005018,SME,ACTIVE,2023-10-15
